ACCIDENT_NO,SUB_DCA_CODE,SUB_DCA_SEQ,SUB_DCA_CODE_DESC
T20180009630,A04,0,Vehicle in left turn slip lane
T20180009639,V01,1,No vehicle mounted/struck
T20180009962,V01,1,No vehicle mounted/struck
T20180010113,N02,0,Mid-block
T20180010147,L01,0,Road straight at intersection
T20180010550,Q03,0,Fences (including gates)
T20180011153,NRQ,0,Not Required
T20180011915,V01,1,No vehicle mounted/struck
T20180012146,NRQ,0,Not Required
T20180012481,NRQ,0,Not Required
T20180012961,V01,1,No vehicle mounted/struck
T20180013237,Z06,3,On exit ramp
T20180013613,I04,2,Commercial(includes shops/school/station) driveway
T20180013639,NRQ,0,Not Required
T20180013773,Q01,0,Poles (telephone/electricity)
T20180013843,Z08,1,Freeway/freeway interchange
T20180014170,NRQ,0,Not Required
T20180014269,N02,0,Mid-block
T20180014445,F02,0,Paved footpath
T20180014536,NRQ,0,Not Required
T20180014749,N01,1,Intersection
T20180014853,NRQ,0,Not Required
T20180014981,NRQ,0,Not Required
T20180015148,NRQ,0,Not Required
T20180015211,NRQ,0,Not Required
T20180015503,B01,1,Vehicle going straight through
T20180015630,NRQ,0,Not Required
T20180015898,A03,0,Vehicle within intersection
T20180016072,Q06,0,Traffic signs (No parking No standing etc)
T20180016218,Q03,0,Fences (including gates)
T20180016312,Q36,0,Animals - Kangaroo or Wallaby
T20180016411,N02,0,Mid-block
T20180016414,NRQ,0,Not Required
T20180016967,N01,1,Intersection
T20180017869,N01,1,Intersection
T20180018112,NRQ,0,Not Required
T20180018338,N01,1,Intersection
T20180018388,Z03,2,On entrance ramp
T20180018503,NRQ,0,Not Required
T20180018558,Z02,1,At entrance ramp/local road intersection
T20180018750,V05,1,Median mounted/struck
T20180018981,NRQ,0,Not Required
T20180019242,NRQ,0,Not Required
T20180019250,Q02,0,Tree (shrub/scrub)
T20180019568,NRQ,0,Not Required
T20180020113,N02,0,Mid-block
T20180020225,V01,0,No vehicle mounted/struck
T20180020442,W02,3,Leaves carriageway to right
T20180020644,N02,0,Mid-block
T20180021349,N01,0,Intersection
T20180021445,N02,0,Mid-block
T20180021531,A02,0,Vehicle leaving intersection
T20180021761,N02,0,Mid-block
T20180022035,A01,0,Vehicle entering intersection
T20180022112,A03,0,Vehicle within intersection
T20180022148,V02,1,Kerb(roadside) mounted/struck
T20180022250,NRQ,0,Not Required
T20180022608,NRQ,0,Not Required
T20180022927,N02,0,Mid-block
T20180023008,V01,1,No vehicle mounted/struck
T20180023156,A03,0,Vehicle within intersection
T20180023244,Q01,0,Poles (telephone/electricity)
T20180023265,M01,0,Vehicle turning through medianopening
T20180023294,L03,0,Road straight at mid-block
T20180023382,Q03,0,Fences (including gates)
T20180023418,N02,0,Mid-block
T20180023450,NRQ,0,Not Required
T20180024409,NRQ,0,Not Required
T20180024496,N01,1,Intersection
T20190000131,NRQ,0,Not Required
T20190000159,W02,2,Leaves carriageway to right
T20190000234,NRQ,0,Not Required
T20190000634,V01,1,No vehicle mounted/struck
T20190000653,Z01,1,On freeway (between interchanges)
T20190000699,Y01,0,Any vehicle (include trailer or parked car)
T20190000815,Z01,1,On freeway (between interchanges)
T20190001017,Q03,1,Fences (including gates)
T20190001518,N02,0,Mid-block
T20190002015,N01,0,Intersection
T20190002141,B02,1,Vehicle turning right
T20190002465,N02,0,Mid-block
T20190002614,N02,0,Mid-block
T20190002626,NRQ,0,Not Required
T20190002668,A01,0,Vehicle entering intersection
T20190002756,NRQ,0,Not Required
T20190002769,Q02,0,Tree (shrub/scrub)
T20190002784,N01,1,Intersection
T20190002954,NRQ,0,Not Required
T20190003810,N01,1,Intersection
T20190003877,R02,0,Kerb parking - parallel
T20190004511,NRQ,0,Not Required
T20190004674,NRQ,0,Not Required
T20190004679,NRQ,0,Not Required
T20190004739,I01,2,Private driveway/laneway
T20190005099,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20190005197,NRQ,0,Not Required
T20190005424,H04,0,Vehicle reverse departing
T20190005476,Q01,0,Poles (telephone/electricity)
T20190006330,V01,2,No vehicle mounted/struck
T20190006361,NRQ,0,Not Required
T20190006901,N01,0,Intersection
T20190007436,D01,0,Pedestrian emerged from behind car etc
T20190007579,V02,1,Kerb(roadside) mounted/struck
T20190007867,A02,0,Vehicle leaving intersection
T20190008310,NRQ,0,Not Required
T20190008480,F03,0,Footpath unknown
T20190008566,NRQ,0,Not Required
T20190008689,N02,0,Mid-block
T20190008724,V01,0,No vehicle mounted/struck
T20190008874,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20190009052,Z01,1,On freeway (between interchanges)
T20190009117,N02,0,Mid-block
T20190009196,Q01,0,Poles (telephone/electricity)
T20190009299,B04,1,Vehicle reversing
T20190009336,NRQ,0,Not Required
T20190009840,Q03,0,Fences (including gates)
T20190010008,D03,0,Pedestrian emerged from behindbus
T20190010150,Q07,0,Guard rail
T20190010161,A02,0,Vehicle leaving intersection
T20190010450,NRQ,0,Not Required
T20190010762,NRQ,0,Not Required
T20190011121,F04,0,Not on Footpath
T20190011677,Q02,0,Tree (shrub/scrub)
T20190011966,Q04,0,Embankments
T20190012634,F04,0,Not on Footpath
T20190013255,A02,0,Vehicle leaving intersection
T20190013830,A03,0,Vehicle within intersection
T20190014280,B02,1,Vehicle turning right
T20190014519,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20190014757,Z01,1,On freeway (between interchanges)
T20190014782,N01,1,Intersection
T20190014915,V01,1,No vehicle mounted/struck
T20190015817,NRQ,0,Not Required
T20190016005,A01,0,Vehicle entering intersection
T20190016386,NRQ,0,Not Required
T20190016502,NRQ,0,Not Required
T20190016542,Q07,0,Guard rail
T20190017023,NRQ,0,Not Required
T20190017115,NRQ,0,Not Required
T20190017134,B03,0,Vehicle turning left
T20190017386,A03,0,Vehicle within intersection
T20190018020,NRQ,0,Not Required
T20190018066,V02,1,Kerb(roadside) mounted/struck
T20190018303,V01,0,No vehicle mounted/struck
T20190018639,A01,0,Vehicle entering intersection
T20190018733,NRQ,0,Not Required
T20190018874,V01,0,No vehicle mounted/struck
T20190018902,A01,0,Vehicle entering intersection
T20190019031,S01,2,Collision on first half of carriageway
T20190019622,N01,0,Intersection
T20190019761,NRQ,0,Not Required
T20190020250,I06,1,Laneway
T20190020445,B04,0,Vehicle reversing
T20190021399,NRQ,0,Not Required
T20190021792,Z01,1,On freeway (between interchanges)
T20190022161,A01,0,Vehicle entering intersection
T20190022181,A01,0,Vehicle entering intersection
T20190022408,NRQ,0,Not Required
T20190022440,NRQ,0,Not Required
T20190022927,Q03,0,Fences (including gates)
T20190022971,I04,1,Commercial(includes shops/school/station) driveway
T20190023289,Q02,0,Tree (shrub/scrub)
T20190023815,W02,1,Leaves carriageway to right
T20190024113,A01,0,Vehicle entering intersection
T20190024279,Q36,0,Animals - Kangaroo or Wallaby
T20190025847,V02,1,Kerb(roadside) mounted/struck
T20200000555,Q02,0,Tree (shrub/scrub)
T20200000639,H01,0,Vehicle foward entering
T20200000673,NRQ,0,Not Required
T20200000800,NRQ,0,Not Required
T20200001650,NRQ,0,Not Required
T20200002292,NRQ,0,Not Required
T20200002496,A04,0,Vehicle in left turn slip lane
T20200002591,NRQ,0,Not Required
T20200002798,L04,0,Road curved at mid-block
T20200003064,A01,0,Vehicle entering intersection
T20200003370,Q03,0,Fences (including gates)
T20200003373,NRQ,0,Not Required
T20200003614,NRQ,0,Not Required
T20200003982,NRQ,0,Not Required
T20200004060,NRQ,0,Not Required
T20200004359,X02,0,Fell from vehicle
T20200004426,Q31,0,Animals - Domestic (Cats and Dogs)
T20200004765,NRQ,0,Not Required
T20200005383,L03,0,Road straight at mid-block
T20200005697,N01,0,Intersection
T20200005949,N01,1,Intersection
T20200006538,NRQ,0,Not Required
T20200006718,NRQ,0,Not Required
T20200006799,N01,1,Intersection
T20200006820,Q02,0,Tree (shrub/scrub)
T20200007140,V01,0,No vehicle mounted/struck
T20200007273,V01,1,No vehicle mounted/struck
T20200007544,Z06,3,On exit ramp
T20200007611,NRQ,0,Not Required
T20200008116,NRQ,0,Not Required
T20200008296,V01,1,No vehicle mounted/struck
T20200008396,NRQ,0,Not Required
T20200008407,Q06,0,Traffic signs (No parking No standing etc)
T20200008577,NRQ,0,Not Required
T20200008656,NRQ,0,Not Required
T20200008938,Q02,0,Tree (shrub/scrub)
T20200009104,N01,1,Intersection
T20200009459,NRQ,0,Not Required
T20200009624,W01,1,Leaves carriageway to left
T20200010095,W01,2,Leaves carriageway to left
T20200010103,H03,0,Vehicle foward departing
T20200010649,NRQ,0,Not Required
T20200010965,R02,0,Kerb parking - parallel
T20200011382,NRQ,0,Not Required
T20200012653,C02,0,Pedestrian stepped off safety zone/tram shelter
T20200012981,NRQ,0,Not Required
T20200013454,R01,0,Kerb parking - angle
T20200013823,W02,2,Leaves carriageway to right
T20200013848,Q02,0,Tree (shrub/scrub)
T20200014029,V02,2,Kerb(roadside) mounted/struck
T20200014126,V01,0,No vehicle mounted/struck
T20200014803,Q03,0,Fences (including gates)
T20200015519,Q10,0,Other objects (Telephone/Culvert/RX) Fixed/Not Fixed
T20200015563,Q07,0,Guard rail
T20200015952,B02,1,Vehicle turning right
T20200016356,B02,0,Vehicle turning right
T20200016650,Q10,0,Other objects (Telephone/Culvert/RX) Fixed/Not Fixed
T20200017248,Y01,2,Any vehicle (include trailer or parked car)
T20200017328,NRQ,0,Not Required
T20200017720,I04,1,Commercial(includes shops/school/station) driveway
T20200017968,V01,0,No vehicle mounted/struck
T20200018095,N02,0,Mid-block
T20200018359,R02,0,Kerb parking - parallel
T20200018459,K02,0,Other separator
T20200018639,V01,0,No vehicle mounted/struck
T20200019790,V01,0,No vehicle mounted/struck
T20200019860,NRQ,0,Not Required
T20200019863,Z01,1,On freeway (between interchanges)
T20200019987,M01,0,Vehicle turning through medianopening
T20200020109,Z01,2,On freeway (between interchanges)
T20200020242,V03,1,Traffic island mounted/struck
T20200021740,NRQ,0,Not Required
T20200022103,NRQ,0,Not Required
T20200022410,V01,1,No vehicle mounted/struck
T20200022554,N01,1,Intersection
T20200022566,N02,0,Mid-block
T20200022665,A01,0,Vehicle entering intersection
T20200022802,Q10,1,Other objects (Telephone/Culvert/RX) Fixed/Not Fixed
T20200022958,Z01,1,On freeway (between interchanges)
T20200023250,B01,0,Vehicle going straight through
T20200023251,Q02,0,Tree (shrub/scrub)
T20200023330,A03,0,Vehicle within intersection
T20200023434,NRQ,0,Not Required
T20210000067,I04,0,Commercial(includes shops/school/station) driveway
T20210000209,A01,0,Vehicle entering intersection
T20210000285,L03,0,Road straight at mid-block
T20210000475,NRQ,0,Not Required
T20210000583,NRQ,0,Not Required
T20210000622,V01,1,No vehicle mounted/struck
T20210000751,V01,1,No vehicle mounted/struck
T20210000867,NRQ,0,Not Required
T20210000890,NRQ,0,Not Required
T20210001073,V05,1,Median mounted/struck
T20210001301,Q10,0,Other objects (Telephone/Culvert/RX) Fixed/Not Fixed
T20210001639,A04,0,Vehicle in left turn slip lane
T20210002580,V01,1,No vehicle mounted/struck
T20210002703,NRQ,0,Not Required
T20210002995,V02,1,Kerb(roadside) mounted/struck
T20210003432,I04,0,Commercial(includes shops/school/station) driveway
T20210003867,Q04,0,Embankments
T20210003867,W01,2,Leaves carriageway to left
T20210004070,N02,0,Mid-block
T20210004148,NRQ,0,Not Required
T20210004443,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20210004468,NRQ,0,Not Required
T20210004558,A01,0,Vehicle entering intersection
T20210004669,N01,1,Intersection
T20210004681,L04,0,Road curved at mid-block
T20210004687,I04,1,Commercial(includes shops/school/station) driveway
T20210005048,L01,0,Road straight at intersection
T20210005126,Q02,0,Tree (shrub/scrub)
T20210005147,N02,0,Mid-block
T20210005179,D01,0,Pedestrian emerged from behind car etc
T20210005237,NRQ,0,Not Required
T20210005256,X01,0,Fell in vehicle
T20210005428,A01,0,Vehicle entering intersection
T20210005534,N01,0,Intersection
T20210005602,Q01,0,Poles (telephone/electricity)
T20210005718,NRQ,0,Not Required
T20210006148,N02,0,Mid-block
T20210006584,L03,0,Road straight at mid-block
T20210006874,NRQ,0,Not Required
T20210007140,NRQ,0,Not Required
T20210007850,NRQ,0,Not Required
T20210007990,NRQ,0,Not Required
T20210008436,NRQ,0,Not Required
T20210008678,Z01,2,On freeway (between interchanges)
T20210008800,NRQ,0,Not Required
T20210008824,L02,0,Road curved at intersection
T20210009410,S01,1,Collision on first half of carriageway
T20210009435,NRQ,0,Not Required
T20210009694,N01,1,Intersection
T20210009712,W01,2,Leaves carriageway to left
T20210009883,V01,0,No vehicle mounted/struck
T20210009897,Q02,0,Tree (shrub/scrub)
T20210010061,A01,0,Vehicle entering intersection
T20210010185,NRQ,0,Not Required
T20210010270,N02,0,Mid-block
T20210010277,N01,1,Intersection
T20210010559,N01,1,Intersection
T20210010583,A03,0,Vehicle within intersection
T20210010757,NRQ,0,Not Required
T20210010822,Q12,0,Traffic signals(i.e.Traffic lights)
T20210010850,H03,0,Vehicle foward departing
T20210010967,F03,0,Footpath unknown
T20210011435,N02,0,Mid-block
T20210011503,N01,1,Intersection
T20210011735,N02,0,Mid-block
T20210012228,Q07,0,Guard rail
T20210012285,NRQ,0,Not Required
T20210012290,N02,0,Mid-block
T20210012466,L03,0,Road straight at mid-block
T20210012487,NRQ,0,Not Required
T20210012505,N01,1,Intersection
T20210012575,Q03,0,Fences (including gates)
T20210012837,Z02,0,At entrance ramp/local road intersection
T20210012895,A03,0,Vehicle within intersection
T20210013647,N02,0,Mid-block
T20210014286,NRQ,0,Not Required
T20210015062,R02,0,Kerb parking - parallel
T20210015337,W02,2,Leaves carriageway to right
T20210015434,NRQ,0,Not Required
T20210015544,R02,0,Kerb parking - parallel
T20210015658,NRQ,0,Not Required
T20210016044,Q01,0,Poles (telephone/electricity)
T20210016225,N02,0,Mid-block
T20210016613,L03,0,Road straight at mid-block
T20210017145,Z07,0,At exit ramp/local road intersection
T20210017423,NRQ,0,Not Required
T20210017659,V01,1,No vehicle mounted/struck
T20210017913,NRQ,0,Not Required
T20210018593,B03,1,Vehicle turning left
T20210019851,N01,0,Intersection
T20210020181,D01,0,Pedestrian emerged from behind car etc
T20210020190,V01,1,No vehicle mounted/struck
T20210020269,Q03,0,Fences (including gates)
T20210020427,NRQ,0,Not Required
T20210020778,Z06,1,On exit ramp
T20210020784,A02,0,Vehicle leaving intersection
T20210020998,N01,0,Intersection
T20210021797,NRQ,0,Not Required
T20210021860,N02,0,Mid-block
T20210022471,A01,0,Vehicle entering intersection
T20210022590,L03,0,Road straight at mid-block
T20210022676,NRQ,0,Not Required
T20210022793,NRQ,0,Not Required
T20210023354,NRQ,0,Not Required
T20210023371,N02,0,Mid-block
T20210023878,S01,2,Collision on first half of carriageway
T20210024123,V01,1,No vehicle mounted/struck
T20210024590,Z01,0,On freeway (between interchanges)
T20210024626,L03,0,Road straight at mid-block
T20210024771,N01,0,Intersection
T20210025302,V05,1,Median mounted/struck
T20210025320,NRQ,0,Not Required
T20210025335,Z01,0,On freeway (between interchanges)
T20210025478,Q10,0,Other objects (Telephone/Culvert/RX) Fixed/Not Fixed
T20210025539,V01,1,No vehicle mounted/struck
T20210026331,B01,0,Vehicle going straight through
T20210026424,N01,0,Intersection
T20210026624,V01,1,No vehicle mounted/struck
T20210026826,L04,0,Road curved at mid-block
T20210026890,NRQ,0,Not Required
T20220000032,R02,0,Kerb parking - parallel
T20220000037,NRQ,0,Not Required
T20220000226,N02,0,Mid-block
T20220000670,N02,0,Mid-block
T20220000864,A01,0,Vehicle entering intersection
T20220001135,Q04,0,Embankments
T20220001321,V01,1,No vehicle mounted/struck
T20220001525,W01,2,Leaves carriageway to left
T20220001925,N01,1,Intersection
T20220001992,Q10,0,Other objects (Telephone/Culvert/RX) Fixed/Not Fixed
T20220002260,NRQ,0,Not Required
T20220002520,NRQ,0,Not Required
T20220002771,Z02,0,At entrance ramp/local road intersection
T20220002805,V01,1,No vehicle mounted/struck
T20220002864,N02,0,Mid-block
T20220002951,NRQ,0,Not Required
T20220003428,Q03,0,Fences (including gates)
T20220003513,N02,0,Mid-block
T20220004023,N02,0,Mid-block
T20220004251,Q04,0,Embankments
T20220004746,N02,0,Mid-block
T20220004792,N02,0,Mid-block
T20220005442,NRQ,0,Not Required
T20220005719,NRQ,0,Not Required
T20220005848,A01,0,Vehicle entering intersection
T20220005982,V02,2,Kerb(roadside) mounted/struck
T20220006874,N02,0,Mid-block
T20220007420,V02,1,Kerb(roadside) mounted/struck
T20220008195,NRQ,0,Not Required
T20220008391,H04,0,Vehicle reverse departing
T20220008403,N02,0,Mid-block
T20220008440,NRQ,0,Not Required
T20220008634,H03,1,Vehicle foward departing
T20220008866,I01,1,Private driveway/laneway
T20220008940,A04,0,Vehicle in left turn slip lane
T20220008977,V05,1,Median mounted/struck
T20220009095,N02,0,Mid-block
T20220009127,V01,1,No vehicle mounted/struck
T20220009482,NRQ,0,Not Required
T20220009815,D01,1,Pedestrian emerged from behind car etc
T20220010646,M01,0,Vehicle turning through medianopening
